	shape	carat	color	clarity	cut	depth	table	lab	price	url	img_url	cert_url	vid_url	date
0	round	1.50	H	SI1	Signature Ideal	62.8%	58%	GIA	$9023	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2099161	https://yadav-gemstone-graphics.s3.amazonaws.com/2099161_1.jpg	https://yadav-certs.s3.amazonaws.com/6272979371.pdf	http://www.yadavjewelry.com/diamonds/videos/2099161	03/20/18 23:44:58
1	round	1.51	H	SI1	Signature Ideal	62.4%	58%	GIA	$9066	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd1974755	https://yadav-gemstone-graphics.s3.amazonaws.com/1974755_1.jpg	https://yadav-certs.s3.amazonaws.com/7273838408.jpg	http://www.yadavjewelry.com/diamonds/videos/1974755	03/20/18 23:44:59
2	round	1.50	H	SI1	Signature Ideal	61.0%	60%	GIA	$9076	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2047938	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6272345472.pdf		03/20/18 23:45:00
3	round	1.50	H	SI1	Signature Ideal	60.0%	62%	GIA	$9103	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2168942	https://yadav-gemstone-graphics.s3.amazonaws.com/2168942_1.jpg	https://yadav-certs.s3.amazonaws.com/1192135659.pdf	http://www.yadavjewelry.com/diamonds/videos/2168942	03/20/18 23:45:01
4	round	1.50	H	SI1	Signature Ideal	62.7%	59%	GIA	$9106	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd1988157	https://yadav-gemstone-graphics.s3.amazonaws.com/1988157_1.jpg	https://yadav-certs.s3.amazonaws.com/2277552389.pdf		03/20/18 23:45:02
5	round	1.50	H	SI1	Signature Ideal	62.8%	56%	GIA	$9117	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2063396	https://yadav-gemstone-graphics.s3.amazonaws.com/2063396_1.jpg	https://yadav-certs.s3.amazonaws.com/6271733871.pdf	http://www.yadavjewelry.com/diamonds/videos/2063396	03/20/18 23:45:02
6	round	1.50	H	SI1	Signature Ideal	62.3%	60%	GIA	$9117	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2099162	https://yadav-gemstone-graphics.s3.amazonaws.com/2099162_1.jpg	https://yadav-certs.s3.amazonaws.com/1285035761.pdf	http://www.yadavjewelry.com/diamonds/videos/2099162	03/20/18 23:45:03
7	round	1.51	H	SI1	Signature Ideal	61.4%	60%	GIA	$9137	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2047939	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2185882162.pdf		03/20/18 23:45:04
8	round	1.53	H	SI1	Signature Ideal	62.7%	58%	GIA	$9142	https://www.yadavjewelry.com/diamond/round-diamond-1.53-carat-H-SI1-yd2141177	https://yadav-gemstone-graphics.s3.amazonaws.com/2141177_1.jpg	https://yadav-certs.s3.amazonaws.com/2274556315.pdf	https://yadav-videos.s3.amazonaws.com/2274556315.mp4	03/20/18 23:45:05
9	round	1.51	H	SI1	Signature Ideal	61.1%	59%	GIA	$9167	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2096053	https://yadav-gemstone-graphics.s3.amazonaws.com/2096053_1.jpg	https://yadav-certs.s3.amazonaws.com/1288226154.pdf		03/20/18 23:45:05
10	round	1.51	H	SI1	Signature Ideal	62.7%	59%	GIA	$9167	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd1988175	https://yadav-gemstone-graphics.s3.amazonaws.com/1988175_1.jpg	https://yadav-certs.s3.amazonaws.com/6275748555.pdf		03/20/18 23:45:06
11	round	1.56	H	SI1	Signature Ideal	62.6%	57%	GIA	$9189	https://www.yadavjewelry.com/diamond/round-diamond-1.56-carat-H-SI1-yd2111431	https://yadav-gemstone-graphics.s3.amazonaws.com/2111431_1.jpg	https://yadav-certs.s3.amazonaws.com/6285095784.pdf		03/20/18 23:45:07
12	round	1.60	H	SI1	Signature Ideal	62.3%	58%	GIA	$9210	https://www.yadavjewelry.com/diamond/round-diamond-1.60-carat-H-SI1-yd2132198	https://yadav-gemstone-graphics.s3.amazonaws.com/2132198_1.jpg	https://yadav-certs.s3.amazonaws.com/3275971711.jpg	http://www.yadavjewelry.com/diamonds/videos/2132198	03/20/18 23:45:08
13	round	1.50	H	SI1	Signature Ideal	62.0%	58%	GIA	$9226	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2024484	https://yadav-gemstone-graphics.s3.amazonaws.com/2024484_1.jpg	https://yadav-certs.s3.amazonaws.com/2195055928.jpg	http://www.yadavjewelry.com/diamonds/videos/2024484	03/20/18 23:45:09
14	round	1.52	H	SI1	Signature Ideal	62.6%	58%	GIA	$9228	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-H-SI1-yd1965680	https://yadav-gemstone-graphics.s3.amazonaws.com/1965680_1.jpg	https://yadav-certs.s3.amazonaws.com/1278711035.pdf		03/20/18 23:45:09
15	round	1.51	H	SI1	Signature Ideal	62.5%	57%	GIA	$9234	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2123000	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/1186746283.pdf		03/20/18 23:45:10
16	round	1.51	H	SI1	Signature Ideal	61.3%	59%	GIA	$9234	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2159217	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/6272533828.pdf		03/20/18 23:45:11
17	round	1.51	H	SI1	Signature Ideal	62.7%	56%	GIA	$9234	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2117294	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/5182918205.pdf		03/20/18 23:45:12
18	round	1.50	H	SI1	Signature Ideal	60.8%	59%	GIA	$9251	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd1990752	https://yadav-gemstone-graphics.s3.amazonaws.com/1990752_1.jpg	https://yadav-certs.s3.amazonaws.com/2274923787.pdf		03/20/18 23:45:13
19	round	1.50	H	SI1	Signature Ideal	62.0%	58%	GIA	$9260	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2060931	https://yadav-gemstone-graphics.s3.amazonaws.com/2060931_1.jpg	https://yadav-certs.s3.amazonaws.com/2195006104.jpg	http://www.yadavjewelry.com/diamonds/videos/2060931	03/20/18 23:45:13
20	round	1.53	H	SI1	Signature Ideal	62.7%	57%	GIA	$9288	https://www.yadavjewelry.com/diamond/round-diamond-1.53-carat-H-SI1-yd2096066	https://yadav-gemstone-graphics.s3.amazonaws.com/2096066_1.jpg	https://yadav-certs.s3.amazonaws.com/6282234574.pdf		03/20/18 23:45:14
21	round	1.52	H	SI1	Signature Ideal	61.1%	57%	GIA	$9309	https://www.yadavjewelry.com/diamond/round-diamond-1.52-carat-H-SI1-yd2135749	https://yadav-gemstone-graphics.s3.amazonaws.com/2135749_1.jpg	https://yadav-certs.s3.amazonaws.com/6285335911.pdf	https://yadav-videos.s3.amazonaws.com/6285335911.mp4	03/20/18 23:45:15
22	round	1.51	H	SI1	Signature Ideal	62.7%	57%	GIA	$9312	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd1965667	https://yadav-gemstone-graphics.s3.amazonaws.com/1965667_1.jpg	https://yadav-certs.s3.amazonaws.com/7272441579.pdf		03/20/18 23:45:16
23	round	1.50	H	SI1	Signature Ideal	57.6%	61%	GIA	$9312	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2140987	https://yadav-gemstone-graphics.s3.amazonaws.com/2140987_1.jpg	https://yadav-certs.s3.amazonaws.com/6271345797.pdf		03/20/18 23:45:17
24	round	1.50	H	SI1	Signature Ideal	62.7%	55%	GIA	$9335	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2108206	https://yadav-gemstone-graphics.s3.amazonaws.com/2108206_1.jpg	https://yadav-certs.s3.amazonaws.com/3285056551.jpg	http://www.yadavjewelry.com/diamonds/videos/2108206	03/20/18 23:45:17
25	round	1.55	H	SI1	Signature Ideal	62.0%	59%	GIA	$9379	https://www.yadavjewelry.com/diamond/round-diamond-1.55-carat-H-SI1-yd2013762	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/2277182898.pdf		03/20/18 23:45:18
26	round	1.50	H	SI1	Signature Ideal	61.7%	58%	GIA	$9393	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2051069	https://yadav-gemstone-graphics.s3.amazonaws.com/2051069_1.jpg	https://yadav-certs.s3.amazonaws.com/1287027598.jpg	http://www.yadavjewelry.com/diamonds/videos/2051069	03/20/18 23:45:19
27	round	1.50	H	SI1	Signature Ideal	61.4%	60%	GIA	$9428	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd1732963	https://yadav-product-images.s3.amazonaws.com/default/small/rb-cut.jpg	https://yadav-certs.s3.amazonaws.com/5246864492.pdf		03/20/18 23:45:20
28	round	1.50	G	SI1	Signature Ideal	61.0%	61%	GIA	$9466	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd2133060	https://yadav-gemstone-graphics.s3.amazonaws.com/2133060_1.jpg	https://yadav-certs.s3.amazonaws.com/2284035942.jpg	http://www.yadavjewelry.com/diamonds/videos/2133060	03/20/18 23:45:21
29	round	1.50	H	SI1	Signature Ideal	62.7%	58%	GIA	$9469	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-H-SI1-yd2110265	https://yadav-gemstone-graphics.s3.amazonaws.com/2110265_1.jpg	https://yadav-certs.s3.amazonaws.com/5283260057.pdf	http://www.yadavjewelry.com/diamonds/videos/2110265	03/20/18 23:45:21
30	round	1.51	H	SI1	Signature Ideal	62.5%	59%	GIA	$9479	https://www.yadavjewelry.com/diamond/round-diamond-1.51-carat-H-SI1-yd2082437	https://yadav-gemstone-graphics.s3.amazonaws.com/2082437_1.jpg	https://yadav-certs.s3.amazonaws.com/2191034796.pdf	http://www.yadavjewelry.com/diamonds/videos/2082437	03/20/18 23:45:22
31	round	1.53	H	SI1	Signature Ideal	62.6%	57%	GIA	$9480	https://www.yadavjewelry.com/diamond/round-diamond-1.53-carat-H-SI1-yd2088855	https://yadav-gemstone-graphics.s3.amazonaws.com/2088855_1.jpg	https://yadav-certs.s3.amazonaws.com/2276907866.pdf	http://www.yadavjewelry.com/diamonds/videos/2088855	03/20/18 23:45:23
32	round	1.50	G	SI1	Signature Ideal	60.2%	60%	GIA	$9492	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd2055615	https://yadav-gemstone-graphics.s3.amazonaws.com/2055615_1.jpg	https://yadav-certs.s3.amazonaws.com/1283027592.jpg	http://www.yadavjewelry.com/diamonds/videos/2055615	03/20/18 23:45:24
33	round	1.50	G	SI1	Signature Ideal	63.1%	57%	GIA	$9536	https://www.yadavjewelry.com/diamond/round-diamond-1.50-carat-G-SI1-yd2080802	https://yadav-gemstone-graphics.s3.amazonaws.com/2080802_1.jpg	https://yadav-certs.s3.amazonaws.com/7251469800.pdf	http://www.yadavjewelry.com/diamonds/videos/2080802	03/20/18 23:45:24
